Anime,URL,Tags,Alts
Sensou: Kodomo-tachi no Yuigon,https://www.anime-planet.com/anime/sensou-kodomo-tachi-no-yuigon,"['Drama', 'Educational', 'Historical']",
Xiong Chu Mo Season 7: Qiu Ri Tuan Tuan Zhuan,https://www.anime-planet.com/anime/xiong-chu-mo-season-7-qiu-ri-tuan-tuan-zhuan,"['Adventure', 'Comedy', 'Animal Protagonists', 'Bears', 'Chinese Animation', 'Forest', 'Non-Human Protagonists', 'CG Animation']","
Alt title: Boonie Bears Season 7: Autumn Awesomeness
"
Kara The Animation,https://www.anime-planet.com/anime/kara-the-animation,"['Episodic', 'Korean Animation']",
Shinsengumi Kitchen Diary,https://www.anime-planet.com/anime/shinsengumi-kitchen-diary,"['19th Century', 'Cooking', 'Food and Beverage', 'Historical', 'Time Travel']","
Alt title: Shinsengumi Chuubou Roku
"
Hanjawang Jumong,https://www.anime-planet.com/anime/hanjawang-jumong,"['Comedy', 'Family Friendly', 'Korean Animation']","
Alt title: Adventures of Jumong
"
Ci Xing Qishi,https://www.anime-planet.com/anime/ci-xing-qishi,"['Chinese Animation', 'Family Friendly']","
Alt title: Mix Master Final Force
"
Wang Er Shan,https://www.anime-planet.com/anime/wang-er-shan,['Chinese Animation'],
Botanical garden,https://www.anime-planet.com/anime/botanical-garden,"['Abstract', 'No Dialogue', 'Shorts']","
Alt title: Shokubutsuen
"
Kewang Lantian,https://www.anime-planet.com/anime/kewang-lantian,"['Chinese Animation', 'Dinosaurs', 'Family Friendly', 'Non-Human Protagonists', 'Prehistoric']","
Alt title: Desire for Sky
"
Lang Lai Le,https://www.anime-planet.com/anime/lang-lai-le,"['Chinese Animation', 'Shorts', 'Stop Motion Animation']",
Xi Gua Pao,https://www.anime-planet.com/anime/xi-gua-pao,"['Chinese Animation', 'Shorts', 'Stop Motion Animation']",
Qi Guai De Bing Hao,https://www.anime-planet.com/anime/qi-guai-de-bing-hao,"['Animal Protagonists', 'Chinese Animation', 'Family Friendly', 'Shorts']",
Merry go round,https://www.anime-planet.com/anime/merry-go-round,"['Abstract', 'No Dialogue', 'Shorts']",
"THE BINARY: Hana ni Ame wo, Kimi ni Uta wo",https://www.anime-planet.com/anime/the-binary-hana-ni-ame-wo-kimi-ni-uta-wo,['Drama'],
Kaji to Kouma,https://www.anime-planet.com/anime/kaji-to-kouma,"['Historical', 'Shorts']",
Kuerlei Xiang Li,https://www.anime-planet.com/anime/kuerlei-xiang-li,"['Chinese Animation', 'Shorts']",
Yakusoku: Africa Mizu to Midori,https://www.anime-planet.com/anime/yakusoku-africa-mizu-to-midori,"['Drama', 'Africa', 'Educational']",
Yama ni Kagayaku: Guide-ken Heiji Gou,https://www.anime-planet.com/anime/yama-ni-kagayaku-guide-ken-heiji-gou,"['Drama', 'Dogs']",
Yamete! Writer Asobi: Doubutsu Mura no Shouboutai Shutsu Dou,https://www.anime-planet.com/anime/yamete-writer-asobi-doubutsu-mura-no-shouboutai-shutsu-dou,"['Animal Protagonists', 'Anthropomorphic', 'Educational', 'Family Friendly', 'Non-Human Protagonists']",
so near yet so far,https://www.anime-planet.com/anime/so-near-yet-so-far,"['Abstract', 'Shorts']",
Momoiro Sisters: Idol Densetsu Momoko!?,https://www.anime-planet.com/anime/momoiro-sisters-idol-densetsu-momoko,"['Comedy', 'Based on a 4-Koma Manga', 'Based on a Manga']","
Alt title: Momoiro Sisters: Legendary Idol Momoko!?
"
JA Kumamoto Keizairen,https://www.anime-planet.com/anime/ja-kumamoto-keizairen,"['Food and Beverage', 'Short Episodes']",
here winter,https://www.anime-planet.com/anime/here-winter,"['Abstract', 'Korean Animation', 'Shorts']",
"Shironeko Project Mini Anime: Zerokiss, Ganbaru?",https://www.anime-planet.com/anime/shironeko-project-mini-anime-zerokiss-ganbaru,"['Banter', 'Promotional', 'Based on a Mobile Game', 'Flash Animation']",
A Tale of the Two Stars,https://www.anime-planet.com/anime/a-tale-of-the-two-stars,"['Abstract', 'Black and White', 'Shorts']","
Alt title: Soraboshi to Umiboshi
"
VTuber Legend: How I Went Viral after Forgetting to Turn Off My Stream,https://www.anime-planet.com/anime/vtuber-legend-how-i-went-viral-after-forgetting-to-turn-off-my-stream,"['Comedy', 'Slice of Life', 'VTubers', 'Based on a Light Novel']","
Alt title: VTuber Nanda ga Haishin Kiriwasuretara Densetsu ni Natteta
"
Petit☆Dream Stars! Let's La Cooking? Showtime!,https://www.anime-planet.com/anime/petit-dream-stars-lets-la-cooking-showtime,"['Shorts', 'CG Animation']",
O.N.G.E.K.I.: Startliner,https://www.anime-planet.com/anime/ongeki-startliner,['Idols'],
umetora: 7,https://www.anime-planet.com/anime/umetora-7,['Vocaloid'],
Meng Ji Xiaodui,https://www.anime-planet.com/anime/meng-ji-xiaodui,"['Animal Protagonists', 'Chinese Animation', 'Family Friendly', 'Non-Human Protagonists', 'Short Episodes', 'CG Animation']",
Shanhai Jing Mima,https://www.anime-planet.com/anime/shanhai-jing-mima,"['Fantasy', 'Chinese Animation']",
Star Ocean: The Second Story R OP,https://www.anime-planet.com/anime/star-ocean-the-second-story-r-op,"['Opening Animation', 'Promotional', 'Based on a Video Game']",
Chikyuu to no Yakusoku,https://www.anime-planet.com/anime/chikyuu-to-no-yakusoku,"['Environmental', 'Family Friendly', 'Original Work']",
Watashitachi no Mirai,https://www.anime-planet.com/anime/watashitachi-no-mirai,"['Environmental', 'Family Friendly', 'Original Work']",
"Firewood, Kanta and Grandpa",https://www.anime-planet.com/anime/firewood-kanta-and-grandpa,"['Drama', 'Countryside', 'Family Friendly', 'Family Life', 'Shorts', 'Stop Motion Animation', 'Original Work']","
Alt title: Maki to Kanta to Jiijii to.
"
Shenmi Shijie Lixian Ji Movie 3,https://www.anime-planet.com/anime/shenmi-shijie-lixian-ji-movie-3,"['Adventure', 'Fantasy', 'Chinese Animation', 'Family Friendly', 'CG Animation']","
Alt title: Yugo & Lala Movie 3
"
Gifu no Tatekayoko,https://www.anime-planet.com/anime/gifu-no-tatekayoko,"['Comedy', 'Short Episodes', 'Based on a 4-Koma Manga', 'Based on a Manga']",
Xiong Chu Mo Season 6: Xiari Lian Lian Kan,https://www.anime-planet.com/anime/xiong-chu-mo-season-6-xiari-lian-lian-kan,"['Adventure', 'Comedy', 'Animal Protagonists', 'Bears', 'Chinese Animation', 'Forest', 'Non-Human Protagonists', 'CG Animation']","
Alt title: Boonie Bears Season 6: Sunsational Summer
"
Airs,https://www.anime-planet.com/anime/airs,"['Abstract', 'Shorts', 'Stop Motion Animation', 'Original Work']",
Geori-eui Mubeopja,https://www.anime-planet.com/anime/geori-eui-mubeopja,"['Action', 'Korean Animation', 'Martial Arts', 'Based on a Video Game']","
Alt title: Street Fighter
"
Momotaros no Natsuyasumi,https://www.anime-planet.com/anime/momotaros-no-natsuyasumi,"['Comedy', 'Chibi', 'Parody', 'Shorts', 'Superheroes', 'Superpowers']","
Alt title: Momotaros' Summer Vacation
"
Yin Hu Shang Chu Qing Hou Yu,https://www.anime-planet.com/anime/yin-hu-shang-chu-qing-hou-yu,"['Chinese Animation', 'Shorts']",
Seer Da Dianying 5: Leishen Jueqi,https://www.anime-planet.com/anime/seer-da-dianying-5-leishen-jueqi,"['Sci Fi', 'Chinese Animation', 'Robots']","
Alt title: Sai Er Hao Da Dianying 5: Leishen Jueqi
"
Hapi Fa Zi: Chao Neng Pao Dan 2,https://www.anime-planet.com/anime/hapi-fa-zi-chao-neng-pao-dan-2,"['Comedy', 'Anthropomorphic', 'Chinese Animation', 'Family Friendly', 'Non-Human Protagonists']",
Duo Bao Xingyun Xing 3rd Season,https://www.anime-planet.com/anime/duo-bao-xingyun-xing-3rd-season,"['Adventure', 'Comedy', 'Fantasy', 'Chinese Animation', 'Short Episodes']",
Duo Bao Xingyun Xing 4th Season,https://www.anime-planet.com/anime/duo-bao-xingyun-xing-4th-season,"['Adventure', 'Comedy', 'Fantasy', 'Chinese Animation', 'Short Episodes']",
Fei Ren Zai 5th Season,https://www.anime-planet.com/anime/fei-ren-zai-5th-season,"['Comedy', 'Fantasy', 'Animal Characteristics', 'Animal Transformation', 'Chinese Animation', 'Gods', 'Supernatural', 'Based on a 4-Koma Manga', 'Based on a Manga']",
Ichininmae no Seken,https://www.anime-planet.com/anime/ichininmae-no-seken,"['No Dialogue', 'Shorts']",
Meili de Xiao Jinyu,https://www.anime-planet.com/anime/meili-de-xiao-jinyu,"['Chinese Animation', 'Shorts']",
Imokawa Mukuzo: Chuugaeri no Maki,https://www.anime-planet.com/anime/imokawa-mukuzo-chuugaeri-no-maki,"['Black and White', 'Shorts']",
Imokawa Mukuzo: Tsuri no Maki,https://www.anime-planet.com/anime/imokawa-mukuzo-tsuri-no-maki,"['Black and White', 'Shorts']",
Mameshiba 2nd Season,https://www.anime-planet.com/anime/mameshiba-2nd-season,"['Food Protagonists', 'Non-Human Protagonists', 'Short Episodes']",
Swirl Fighter 2,https://www.anime-planet.com/anime/swirl-fighter-2,"['Chinese Animation', 'Family Friendly']","
Alt title: Jingbao Zhanshi 2
"
Swirl Fighter 3,https://www.anime-planet.com/anime/swirl-fighter-3,"['Chinese Animation', 'Family Friendly']","
Alt title: Jingbao Zhanshi 3
"
Super Rabbit,https://www.anime-planet.com/anime/super-rabbit,"['Fantasy', 'Chinese Animation', 'Family Friendly']","
Alt titles: Magic Eye Magic Rabbit, Tian Yanshen Tu
"
Chaoji Qiumi,https://www.anime-planet.com/anime/chaoji-qiumi,"['Comedy', 'Sports', 'Chinese Animation']","
Alt title: Super Fans
"
Shaonian Jinyiwei 2nd Season Xuzhang,https://www.anime-planet.com/anime/shaonian-jinyiwei-2nd-season-xuzhang,"['15th Century', 'Ancient China', 'Chinese Animation', 'Historical', 'CG Animation']","
Alt title: The Young Imperial Guards 2nd Season Prologue
"
No other one,https://www.anime-planet.com/anime/no-other-one,"['Abstract', 'Animal Protagonists', 'Non-Human Protagonists', 'Shorts']",
Good Life,https://www.anime-planet.com/anime/good-life,"['Abstract', 'Shorts']","
Alt title: Yoi Jinsei
"
Sunday morning,https://www.anime-planet.com/anime/sunday-morning,"['Fantasy', 'Slice of Life', 'Shorts']",
Reika: Nouvel Instrument,https://www.anime-planet.com/anime/reika-nouvel-instrument,[],
Kilometers of Love,https://www.anime-planet.com/anime/kilometers-of-love,"['Abstract', 'Chinese Animation', 'LGBT Themes', 'Shorts']",
AU: Xue Kexue 2,https://www.anime-planet.com/anime/au-xue-kexue-2,"['Comedy', 'Chinese Animation', 'Family Friendly', 'Short Episodes']",
Ai dattan da yo,https://www.anime-planet.com/anime/ai-dattan-da-yo,"['Family Friendly', 'Minna no Uta']","
Alt title: Minna no Uta: Ai dattan da yo
"
Sekai no Ouja: King Kong Taikai,https://www.anime-planet.com/anime/sekai-no-ouja-king-kong-taikai,['Recap'],
Silver Bird and Rainbow Fish,https://www.anime-planet.com/anime/silver-bird-and-rainbow-fish,"['Abstract', 'Chinese Animation', 'Historical']",
New Recruit Season 2,https://www.anime-planet.com/anime/new-recruit-season-2,"['Comedy', 'Korean Animation', 'Military', 'Short Episodes']",
Baolie Feiche II: Xing Neng Juexing,https://www.anime-planet.com/anime/baolie-feiche-ii-xing-neng-juexing,"['Chinese Animation', 'Family Friendly']","
Alt title: Opti-Morphs 2
"
Aesop Douwa,https://www.anime-planet.com/anime/aesop-douwa,"['Fantasy', 'Animal Protagonists', 'Episodic', 'Non-Human Protagonists', 'Based on a Fairy Tale']",
Zou no Inai Doubutsuen,https://www.anime-planet.com/anime/zou-no-inai-doubutsuen,"['Drama', 'Historical']","
Alt title: Zoo Without an Elephant
"
Agigongryong Doolie,https://www.anime-planet.com/anime/agigongryong-doolie,"['Adventure', 'Dinosaurs', 'Korean Animation']","
Alt title: Dooly the Little Dinosaur
"
Passionate Elephant,https://www.anime-planet.com/anime/passionate-elephant,"['Comedy', 'Animal Protagonists', 'Non-Human Protagonists', 'Shorts']","
Alt title: Honnou da Zou
"
Onigiri ni Naritai Cogimyun,https://www.anime-planet.com/anime/onigiri-ni-naritai-cogimyun,"['Family Friendly', 'Food Protagonists', 'Non-Human Protagonists', 'Sanrio Characters', 'Short Episodes', 'Supernatural']",
Xiong Chu Mo Season 3: Zhong Dong Yuan,https://www.anime-planet.com/anime/xiong-chu-mo-season-3-zhong-dong-yuan,"['Adventure', 'Comedy', 'Animal Protagonists', 'Bears', 'Chinese Animation', 'Family Friendly', 'Non-Human Protagonists', 'CG Animation']","
Alt title: Boonie Bears Season 3: Forest Frenzy
"
Xiong Chu Mo Season 5: Dongri Le Fantian,https://www.anime-planet.com/anime/xiong-chu-mo-season-5-dongri-le-fantian,"['Adventure', 'Comedy', 'Animal Protagonists', 'Bears', 'Chinese Animation', 'Family Friendly', 'Forest', 'Non-Human Protagonists', 'CG Animation']","
Alt title: Boonie Bears Season 5: Snow Daze
"
Seer Da Dianying 4: Sheng Mo Zhi Shan,https://www.anime-planet.com/anime/seer-da-dianying-4-sheng-mo-zhi-shan,"['Sci Fi', 'Chinese Animation', 'Robots']","
Alt title: Sai Er Hao Da Dianying 4: Sheng Mo Zhi Shan
"
Guodong San Jianke,https://www.anime-planet.com/anime/guodong-san-jianke,"['Comedy', 'Chinese Animation']",
In Inertia,https://www.anime-planet.com/anime/in-inertia,"['Abstract', 'Shorts']","
Alt title: Guzu no Soko
"
Xiao Huli Faming Ji,https://www.anime-planet.com/anime/xiao-huli-faming-ji,"['Chinese Animation', 'Family Friendly']",
Moomin to Koutsuu Anzen,https://www.anime-planet.com/anime/moomin-to-koutsuu-anzen,"['Fantasy', 'Educational']",
Kappamaki and the Sushi Kids,https://www.anime-planet.com/anime/kappamaki-and-the-sushi-kids,"['Comedy', 'Slice of Life', 'Animal Characteristics', 'Animal Protagonists', 'Non-Human Protagonists', 'Short Episodes', 'Youkai']","
Alt title: Kappamaki
"
Dawang Riji,https://www.anime-planet.com/anime/dawang-riji,['Chinese Animation'],
Tomica Hyper Series: NEXT STAGE,https://www.anime-planet.com/anime/tomica-hyper-series-next-stage,"['Action', 'Mecha', 'Sci Fi', 'Shounen', 'Cars', 'Police', 'Short Episodes', 'CG Animation']",
Can't dance in the tank,https://www.anime-planet.com/anime/cant-dance-in-the-tank,"['No Dialogue', 'Shorts']","
Alt title: Suisou dewa Odorenai
"
"The Clumsy Robot: Here comes Mamy, the housekeeping robot!",https://www.anime-planet.com/anime/the-clumsy-robot-here-comes-mamy-the-housekeeping-robot,"['Comedy', 'No Dialogue', 'Shorts', 'Stop Motion Animation']","
Alt title: Otoboke Robot: Kaseifu Robot Mamy ga Yattekita!
"
Irreplaceable,https://www.anime-planet.com/anime/irreplaceable,"['Drama', 'No Dialogue', 'Shorts']","
Alt title: Shitsu Kushita Hana
"
Kintarou,https://www.anime-planet.com/anime/kintarou,"['Black and White', 'Shorts']",
Titipo Titipo 3,https://www.anime-planet.com/anime/titipo-titipo-3,"['Family Friendly', 'Korean Animation', 'Non-Human Protagonists', 'Short Episodes', 'Trains', 'CG Animation']",
Chengshi Huanxiang Qu,https://www.anime-planet.com/anime/chengshi-huanxiang-qu,"['Chinese Animation', 'Shorts']","
Alt title: Fantasy City
"
Mizube no Shokubutsu,https://www.anime-planet.com/anime/mizube-no-shokubutsu,"['Abstract', 'Shorts']",
Si,https://www.anime-planet.com/anime/si,"['Abstract', 'Chinese Animation', 'Shorts']",
"Danjo no Yuujou wa Seiritsu Suru? (Iya, Shinai!!)",https://www.anime-planet.com/anime/danjo-no-yuujou-wa-seiritsu-suru-iya-shinai,"['Comedy', 'Romance', 'Shounen', 'Romantic Comedy', 'School Life', 'Based on a Light Novel']",
Hidarikiki no Eren,https://www.anime-planet.com/anime/hidarikiki-no-eren,"['Drama', 'Shounen', 'Slice of Life', 'Based on a Manga']","
Alt title: Eren the Southpaw
"
The Art of Silent Hill: Ki-No-Ko,https://www.anime-planet.com/anime/the-art-of-silent-hill-ki-no-ko,"['Horror', 'Abstract', 'Shorts', 'Based on a Video Game']",
Takeuchi Kaido e Ikou! In Matsubara-shi,https://www.anime-planet.com/anime/takeuchi-kaido-e-ikou-in-matsubara-shi,"['Banter', 'Educational', 'Promotional', 'Shorts', 'Tourism', 'Flash Animation']","
Alt title: Takeuchi Kaido e Ikou! In Matsubara City
"
School is Fun,https://www.anime-planet.com/anime/school-is-fun,"['POV', 'School Life', 'Shorts']","
Alt title: Tanoshii Gakkou Seikatsu
"
Kawa Nagu Kasouba,https://www.anime-planet.com/anime/kawa-nagu-kasouba,"['Drama', 'Shorts']","
Alt title: The river was calm
"
MIRU,https://www.anime-planet.com/anime/miru,"['Robots', 'Original Work']",
HoneyComeBear: Natsu no Mahou,https://www.anime-planet.com/anime/honeycomebear-natsu-no-mahou,[],
Beryl and Sapphire III,https://www.anime-planet.com/anime/beryl-and-sapphire-iii,"['Comedy', 'Chinese Animation', 'Episodic', 'Short Episodes', 'Based on a Manga']","
Alt title: Xiaolu He Xiaolan III
"
Meat or Die,https://www.anime-planet.com/anime/meat-or-die,"['Non-Human Protagonists', 'Short Episodes', 'CG Animation', 'Original Work']","
Alt title: Yans! Gans!
"
Kung Fu Wang: Meng Hu Shangshan,https://www.anime-planet.com/anime/kung-fu-wang-meng-hu-shangshan,"['Action', 'Fantasy', 'Animal Protagonists', 'Anthropomorphic', 'Chinese Animation', 'Non-Human Protagonists', 'CG Animation']",
Sakkai Eightraid,https://www.anime-planet.com/anime/sakkai-eightraid,"['Action', 'Sci Fi', 'Original Work']",
