Anime,URL,Tags,Alts,MAL_ID
dragonballzmovie11biobroly,https://www.anime-planet.com/anime/dragon-ball-z-movie-11-bio-broly,"['Action', 'Shounen', 'Aliens', 'Androids', 'Hand to Hand Combat', 'Martial Arts', 'Robots', 'Superpowers', 'Based on a Manga']",['Dragon Ball Z Movie 11: Super Senshi Gekiha!! Katsu no wa Ore da'],904
Dragon Ball Z Movie 12: Fusion Reborn,https://www.anime-planet.com/anime/dragon-ball-z-movie-12-fusion-reborn,"['Action', 'Shounen', 'Afterlife', 'Hell', 'Martial Arts', 'Non-Human Protagonists', 'Superpowers', 'Based on a Manga']",['Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta'],905
Dragon Ball Z Movie 13: Wrath of the Dragon,https://www.anime-planet.com/anime/dragon-ball-z-movie-13-wrath-of-the-dragon,"['Action', 'Shounen', 'Martial Arts', 'Superpowers', 'Based on a Manga']",['Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Gokuu ga Yaraneba Dare ga Yaru'],906
Ping Pong Club,https://www.anime-planet.com/anime/ping-pong-club,"['Comedy', 'Ecchi', 'Seinen', 'Sports', 'Crude', 'Gag', 'Ping Pong', 'School Club', 'School Life', 'Nudity', 'Sexual Content', 'Based on a Manga']",['Ike! Ina-chuu Takkyuubu'],914
nursewitchkomugichanspecial,https://www.anime-planet.com/anime/nurse-witch-komugi-chan-special,"['Comedy', 'Magical Girl', 'Idols', 'Magic', 'Otaku Culture', 'Parody']",['Nurse Witch Komugi-chan Magikarte Special'],920
nursewitchkomugiz,https://www.anime-planet.com/anime/nurse-witch-komugi-z,"['Comedy', 'Ecchi', 'Magical Girl', 'Idols', 'Magic', 'Parody', 'Original Work']",['Nurse Witch Komugi-chan Magikarte Z'],921
When They Cry: Higurashi,https://www.anime-planet.com/anime/when-they-cry-higurashi,"['Horror', 'Mystery', 'Countryside', 'Curse', 'Psychological', 'School Life', 'Thriller', 'Transfer Students', 'Emotional Abuse', 'Explicit Violence', 'Mature Themes', 'Physical Abuse', 'Based on a Visual Novel', 'Domestic Abuse']",['Higurashi no Naku Koro ni'],934
Naruto Movie 2: Legend of the Stone of Gelel,https://www.anime-planet.com/anime/naruto-movie-2-legend-of-the-stone-of-gelel,"['Action', 'Shounen', 'Ninja', 'Based on a Manga']",['Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chitei Iseki Datte ba yo!'],936
gargoyleoftheyoshinagas,https://www.anime-planet.com/anime/gargoyle-of-the-yoshinagas,"['Comedy', 'Fantasy', 'Family Friendly', 'Based on a Light Novel']","[""Yoshinaga-san'chi no Gargoyle""]",965
Mao-chan,https://www.anime-planet.com/anime/mao-chan,"['Comedy', 'Magical Girl', 'Aliens', 'Child Protagonists', 'Family Friendly', 'Magic', 'Military', 'Monster-of-the-week', 'Parody', 'School Life']",['Rikujou Bouei-tai Mao-chan'],980
Dragon Ball Z Special 2: The History of Trunks,https://www.anime-planet.com/anime/dragon-ball-z-special-2-the-history-of-trunks,"['Action', 'Shounen', 'Androids', 'Martial Arts', 'Non-Human Protagonists', 'Robots', 'Superpowers', 'Based on a Manga']",['Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks'],985
Dragon Ball Z Special 1: Bardock - The Father of Goku,https://www.anime-planet.com/anime/dragon-ball-z-special-1-bardock-the-father-of-goku,"['Action', 'Shounen', 'Aliens', 'Hand to Hand Combat', 'Martial Arts', 'Non-Human Protagonists', 'Superpowers', 'Based on a Manga']",['Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen'],986
The Prince of Tennis: The National Tournament,https://www.anime-planet.com/anime/the-prince-of-tennis-the-national-tournament,"['Shounen', 'Sports', 'Tennis', 'Based on a Manga']",['Tennis no Ouji-sama: Zenkoku Taikai-hen'],995
Sailor Moon S: The Movie,https://www.anime-planet.com/anime/sailor-moon-s-the-movie,"['Magical Girl', 'Shoujo', 'Cats', 'Magic', 'Sentai', 'Tokusatsu', 'Based on a Manga']",['Bishoujo Senshi Sailor Moon S: The Movie'],997
She and Her Cat,https://www.anime-planet.com/anime/she-and-her-cat,"['Romance', 'Slice of Life', 'Animal Protagonists', 'Black and White', 'Cats', 'Family Friendly', 'Loneliness', 'Melancholy', 'Non-Human Protagonists', 'Pets', 'Shorts', 'Original Work']",['Kanojo to Kanojo no Neko'],1004
A Little Snow Fairy Sugar Summer Specials,https://www.anime-planet.com/anime/a-little-snow-fairy-sugar-summer-specials,"['Fantasy', 'Child Protagonists', 'Family Friendly', 'Magic', 'Music', 'Original Work']",['Chiccha na Yuki Tsukai Sugar Tokubetsuhen'],1014
Orphen Revenge,https://www.anime-planet.com/anime/orphen-revenge,"['Adventure', 'Fantasy', 'Magic']",['Majutsushi Orphen Revenge'],1018
Knights Hunter OVA,https://www.anime-planet.com/anime/knights-hunter-ova,"['Action', 'Drama', 'Assassins', 'Revenge']",['Weiss Kreuz OVA'],1024
Saint Beast,https://www.anime-planet.com/anime/saint-beast,"['Fantasy', 'Angels', 'Non-Human Protagonists']",['Saint Beast: Seijuu Kourin Hen'],1037
Amanchu! The Story of the Promised Summer and New Memories,https://www.anime-planet.com/anime/amanchu-the-story-of-the-promised-summer-and-new-memories,"['Shounen', 'Slice of Life', 'Iyashikei', 'Ocean', 'School Club', 'Scuba Diving', 'Based on a Manga']",['Amanchu! Yakusoku no Natsu to Atarashii Omoide no Koto'],33818
Teenage Mutant Ninja Turtles: Superman Legend,https://www.anime-planet.com/anime/teenage-mutant-ninja-turtles-superman-legend,"['Action', 'Sci Fi', 'Shounen', 'Animal Protagonists', 'Anthropomorphic', 'Ninja', 'Non-Human Protagonists', 'Superheroes', 'Superpowers', 'Based on a Comic Book']",['Mutant Turtles: Choujin Densetsu-hen'],1059
Ebichu,https://www.anime-planet.com/anime/ebichu,"['Comedy', 'Seinen', 'Animal Protagonists', 'Crude', 'Hamsters', 'Non-Human Protagonists', 'Pets', 'Mature Themes', 'Nudity', 'Sexual Content', 'Based on a Manga']",['Oruchuban Ebichu'],1060
nekojirugekijou,https://www.anime-planet.com/anime/nekojiru-gekijou,"['Comedy', 'Animal Protagonists', 'Anthropomorphic', 'Cats', 'Dark Comedy', 'Non-Human Protagonists', 'Short Episodes', 'Animal Abuse', 'Bullying', 'Explicit Violence', 'Mature Themes', 'Physical Abuse', 'Based on a Manga']",['Nekojiru Gekijou Jirujiru Original'],1062
Super Dimensional Fortress Macross,https://www.anime-planet.com/anime/super-dimensional-fortress-macross,"['Drama', 'Mecha', 'Romance', 'Sci Fi', 'Aliens', 'Idols', 'Love Triangle', 'Military', 'Music', 'Outer Space', 'Real Robot', 'Space Opera', 'Transforming Mecha', 'War', 'Original Work']",['Choujikuu Yousai Macross'],1088
Super Dimensional Fortress Macross: Do You Remember Love,https://www.anime-planet.com/anime/super-dimensional-fortress-macross-do-you-remember-love,"['Mecha', 'Romance', 'Sci Fi', 'Aliens', 'Love Triangle', 'Military', 'Outer Space', 'Space Opera', 'Transforming Mecha', 'War', 'Explicit Violence', 'Nudity', 'Original Work']",['Choujikuu Yousai Macross: Ai Oboete Imasuka'],1089
Patlabor 2: The Movie,https://www.anime-planet.com/anime/patlabor-2-the-movie,"['Mecha', 'Sci Fi', 'Police', 'Real Robot', 'Original Work']","['Kidou Keisatsu Patlabor 2 the Movie', 'Mobile Police Patlabor 2: The Movie']",1096
Tenchi The Movie 2: The Daughter Of Darkness,https://www.anime-planet.com/anime/tenchi-the-movie-2-the-daughter-of-darkness,"['Action', 'Comedy', 'Drama', 'Harem', 'Sci Fi', 'Original Work']",['Tenchi Muyou! Manatsu no Eve'],1101
godannar,https://www.anime-planet.com/anime/godannar,"['Action', 'Ecchi', 'Mecha', 'Romance', 'Sci Fi', 'Aliens', 'Post-apocalyptic', 'Nudity', 'Original Work']",['Shinkon Gattai Godannar!!'],1103
Pokemon Movie 5: Heroes - Latias and Latios,https://www.anime-planet.com/anime/pokemon-movie-5-heroes-latias-and-latios,"['Adventure', 'Fantasy', 'Shounen', 'Elemental Powers', 'Family Friendly', 'Island', 'Monsters', 'Based on a Video Game']",['Pokemon Movie 05: Mizu no Miyako no Mamorigami Latias to Latios'],1120
Figure 17,https://www.anime-planet.com/anime/figure-17,"['Drama', 'Sci Fi', 'Slice of Life', 'Aliens', 'Child Protagonists', 'Countryside', 'Family Friendly', 'Lifestyle Change', 'Violence', 'Original Work']",['Figure 17: Tsubasa & Hikaru'],1126
Tenchi Movie 3: Tenchi Forever,https://www.anime-planet.com/anime/tenchi-movie-3-tenchi-forever,"['Action', 'Comedy', 'Drama', 'Harem', 'Sci Fi', 'Nudity', 'Original Work']",['Tenchi Muyou! in Love 2 - Haruka Naru Omoi'],1144
My Hero Academia: Jump Festa 2016 Special,https://www.anime-planet.com/anime/my-hero-academia-jump-festa-2016-special,"['Action', 'Comedy', 'Shounen', 'Superheroes', 'Superpowers', 'Based on a Manga']",['Boku no Hero Academia: Sukue! Kyuujo Kunren!'],33929
maze,https://www.anime-planet.com/anime/maze,"['Action', 'Adventure', 'Ecchi', 'Fantasy', 'Mecha', 'Gender Bender', 'Medieval', 'Person in a Strange World']",['Maze Bakunetsu Jikuu'],1162
sakurawarsoukakenran,https://www.anime-planet.com/anime/sakura-wars-ouka-kenran,"['Demons', 'Historical', 'Power Suits', 'Psychic Powers', 'Based on a Video Game']",['Sakura Taisen Ouka Kenran'],1165
Ruin Explorers,https://www.anime-planet.com/anime/ruin-explorers,"['Adventure', 'Comedy', 'Fantasy', 'Shounen', 'Magic', 'Treasure Hunters', 'Nudity', 'Violence', 'Based on a Manga']",['Hikyou Tanken Fam & Ihrlie'],1181
The Prince of Tennis: A Day on Survival Mountain,https://www.anime-planet.com/anime/the-prince-of-tennis-a-day-on-survival-mountain,"['Comedy', 'Shounen', 'Sports', 'Tennis', 'Based on a Manga']",['Tennis no Ouji-sama: Sonzoku Yama no Hi'],1190
Gag Manga Biyori,https://www.anime-planet.com/anime/gag-manga-biyori,"['Comedy', 'Shounen', 'Crude', 'Episodic', 'Gag', 'Short Episodes', 'Based on a Manga']",['Masuda Kousuke Gekijou Gag Manga Biyori'],1196
Gag Manga Biyori +,https://www.anime-planet.com/anime/gag-manga-biyori-plus,"['Comedy', 'Shounen', 'Crude', 'Episodic', 'Gag', 'Short Episodes', 'Based on a Manga']",['Masuda Kousuke Gekijou Gag Manga Biyori +'],1196
100sleepingprincesthekingdomofdreams,https://www.anime-planet.com/anime/100-sleeping-princes-and-the-kingdom-of-dreams,"['Fantasy', 'Dream World', 'Person in a Strange World', 'Royalty', 'Summoned Into Another World', 'Based on a Mobile Game']",['Yume Oukoku to Nemureru 100 Nin no Ouji-sama'],33966
Aquarian Age,https://www.anime-planet.com/anime/aquarian-age,"['Drama', 'Mystery', 'Romance', 'Music', 'Based on a Card Game']",['Aquarian Age: Sign for Evolution'],1224
StarZinger,https://www.anime-planet.com/anime/starzinger,"['Adventure', 'Sci Fi', 'Journey to the West', 'Original Work']",['SF Saiyuuki Starzinger'],1236
Sailor Moon Super S: The Movie,https://www.anime-planet.com/anime/sailor-moon-super-s-the-movie,"['Magical Girl', 'Shoujo', 'Magic', 'Sentai', 'Tokusatsu', 'Based on a Manga']",['Bishoujo Senshi Sailor Moon Super S: Sailor 9 Senshi Shuuketsu! Black-Dream-Hole no Kiseki'],1240
Zone of the Enders: Idolo,https://www.anime-planet.com/anime/zone-of-the-enders-idolo,"['Drama', 'Mecha', 'Sci Fi', 'Military', 'Outer Space']",['Z.O.E 2167 IDOLO'],1248
Nadia: Secret Of Blue Water,https://www.anime-planet.com/anime/nadia-secret-of-blue-water,"['Adventure', '19th Century', 'Family Friendly', 'Historical', 'Ocean', 'Submarine', 'Original Work']",['Fushigi no Umi no Nadia'],1251
